REFCODE,CC,CH,CCl,CO,CS,CBr,CN,HBr,HH,HO,HS,HCl,HN,OCl,OO,OS,BrO,ON,NN,ClCl,NS,SS,NCl,SCl,ClBr,SBr,NBr,BrBr,FF,FO,FC,FH,FS,FCl,FN,FBr,II,BrI,ClI,FI,SI,OI,NI,CI,HI,BAND GAP
EVACEK,1.9,16.4,0,0.6,0,0,0,0,52.2,27.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.998
EVAKUI,2.3,38.1,0,0,0,0,0,0,40.9,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.757
EVATIF,0.1,0,0,15.2,0,8.9,0.2,0,0,0,0,0,0,0,3.6,0,13.7,2,0,0,0,0,0,0,0,0,0,1.8,34.2,6.9,6.7,0,0,0,1.5,5.3,0,0,0,0,0,0,0,0,0,2.298
EVEMEY,6.7,21.2,0,5.2,0,0,1.4,0,49.3,0,0,0,15.9,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.839
EVOBEX,6.1,8.2,1.8,1.7,0,0,0,0,41.9,24.2,0,12.2,0,1.6,1.8,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.257
EXIPUX,1.9,34.5,0,0,0,0.4,3.1,17,28.2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.318
FACFAQ,0,34.6,0,0,0,0,0,0,35.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,28.7,0,0,0,0,0,0,0,0,0,0,0,0,0,4.316
FACFOE,0.5,29.5,0,0,0,0,0,0,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,0,5.5,38.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.338
FAJFEE,18,16.1,0,0,0,0,2.2,0,39.4,0,0,0,15.6,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.6,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.655
FAMDIG02,13.1,12.8,0.6,0.7,0,0,2.6,0,31,10.9,0,15.8,6.7,0,0.1,0,0,0.7,0.1,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.115
FAXVIJ,1.9,14.9,0,7.2,0,0,5.8,0,9,11.8,0,0,6.7,0,0,0,0,2,0.7,0,0,0,0,0,0,0,0,0,2.6,4.8,4.7,25.7,0,0,2.2,0,0,0,0,0,0,0,0,0,0,1.89
FECZOE01,18.3,21.1,2.2,0,0,0,0,0,37.7,0,0,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644
FEHQEP,0,17,0,0.5,0,0,0,0,29.2,16.8,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.1,3.7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3.857
FELLOY,8.6,27.9,0,0,0,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1,0,10.1,33.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.476
GAZROQ,2.1,18.7,8.4,0,0,0,0,0,40.3,18.8,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.601
GEGYEX,8.9,16.1,0,0,5.2,0,0,0,30.5,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,1.7,0,0,3.7,25.7,1.825
GEHSIW,7,8.6,0,10.6,0,0,0.4,0,4,23.6,0,0,0.9,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,9.6,8.2,1.1,23.7,0,0,2.2,0,0,0,0,0,0,0,0,0,0,1.73
GEHYEZ,10.4,10.3,0,9.2,0,0,0,0,10.3,22.8,0,0,0,0,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,18.4,0,0,0.9,2.666
GESTII,2.7,29.7,0,3.7,0,4.5,0,17.8,30.8,5.6,0,0,0,0,1,0,3.1,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.789
GEYLOL01,2.4,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,23.5,0,19.3,0,0,0,26.2,0,0,0,0,0,0,0,0,0,0,3.192
GINREC,3,32,0,0.4,0,0,1.4,0,50.1,8.9,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.233
GIQVAF,13.7,13.6,1.2,0,0,0,4.1,0,38.4,0,0,17,10.6,0,0,0,0,0,0.8,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.226
GISFUL,0.5,22.7,0,0,0.4,2.6,0,21.6,39.2,0,8.7,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.417
GOGTAZ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.074
GOHBEM,9.9,27.7,0,0,0,5.8,2.2,0.4,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,2.1,0,8,25.6,0,0,1.7,0.3,0,0,0,0,0,0,0,0,0,2.177
GOLYAI,9.7,10.4,3.4,0,0,0,5.2,0,24.3,0,0,24.2,20.3,0,0,0,0,0,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.618
GORVUG,5.8,19.5,0,0.6,0,0,0,0,62.7,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979
GUGZUF,8.1,4,0,6.3,0,0,1.4,0,2,14.3,0,0,0.6,0,6.4,0,0,1.1,0.1,0,0,0,0,0,0,0,0,0,8.1,22,0.7,11,0,0,0,0,0,0,0,2.1,0,9.4,0,0,2.3,2.098
GUHFIZ,1.1,5.2,0,0,0,0,5,0,0,0,0,0,3.7,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,28.2,0,31.4,15,0,0,9.7,0,0,0,0,0,0,0,0,0,0,1.448
GUKSOW,5.6,15.5,0,1,0,0,3.4,0,14.4,21.8,0,0,2.9,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,2.5,3.5,28,0,0,0.9,0,0,0,0,0,0,0,0,0,0,1.346
GULLAC,0.6,31.3,0,0,0,0,0.2,0,53.3,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,3.5,10,2.333
HADPEJ,8.7,12.2,0,0,0,7.1,3.1,30.1,31.6,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.912
HAQVIG,7,14.7,0,3.6,0,2.1,1.8,23.3,19.1,12.2,0,0,6.1,0,0.4,0,7.2,0,0,0,0,0,0,0,0,0,1.6,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found
HEJROF,9.7,30.1,0,1,0,0,0,0,33.2,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0.9,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.643
HUFXAJ,0.1,0,0,15.9,0,3.4,0,0,0,0,0,0,0,0,29.2,0,43.5,0,0,0,0,0,0,0,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.244
ICOQAU01,3.3,30.9,0,0,7.2,0,0,0,36.4,12.5,5.2,0,2.8,0,0,0.9,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.614
IDAHOL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.645
IDAHUR,0,26.8,0,0,0,0,0.4,0,39.2,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.768
,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
IFIKOZ,0.2,18.6,0,0,0,0,0,0,40.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,2.4,35.4,0,0,0,0,0,0,0,0,0,0,0,0,0,No bandgap located
IFIMAN,3.4,23,0,1.3,0,1.9,0,18.5,41,7.4,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.145
IFOTED,5.8,19.3,0,1.1,0.8,0,0,0,45.5,18.2,7.2,0,0,0,0.3,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.504
IGAPUC,8.4,8.7,0,0,0,0,0,0,13.2,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0,8,45.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.463
IGEHEI,1.7,24.6,0,0,0,0,2,0,43.2,0,0,18.1,2.3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.161
IHOSEF,0,18.6,0,0.8,0,0,0,0,57.9,22.5,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.263
IKAHAE,5.5,19.6,4.3,4.3,0,0,0.2,0,35.1,9.6,0,16.2,1.6,0,2,0,0,0.3,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87
INOKIG,4.4,3.1,0,0.7,0,0,0,0,5.9,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6.3,26.5,29.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.494
IRUYEA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.1
IRUYIE,5.5,10.8,11.4,0,0,0,0,0,8.2,0,0,44,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.459
ISAWIK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.172
ISEDAM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.996
ISEDEQ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.999
JALLEO,12.8,7,0,0,0,0,0,0,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,11.4,27.7,0,0,0,0,0,0,0,6.2,0,0,0,7.2,8.8,2.527
JAPYEF,4.9,20.8,0,0,0,0,0,0,47.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,3.785
JUBKIA01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.45
JUPRUH,0.6,0,0,14.6,0,0,0,0,1,23.5,0,0,0.1,0,19.3,0,0,2.9,0,0,0,0,0,0,0,0,0,0,3.3,14.8,6.2,8.4,0,0,5.2,0,0,0,0,0,0,0,0,0,0,1.805
KADGON,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.277
KAKMIU,9.6,9.6,0,2.6,1.7,1.7,1.2,17.9,15.1,23.1,9.3,0,1.1,0,1.7,0,0,0.6,0,0,0,0.9,0,0,0,2.4,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.052
KETVUC,9.2,0,0,0,3.2,0,7.8,0,0,0,2.7,0,0,0,0,0,0,0,0.5,0,0.4,0,0,0,0,0,0,0,27.9,0,17.9,15.1,15.4,0,0.1,0,0,0,0,0,0,0,0,0,0,2.337
KILSAB,0,1.2,0,1.5,0,0,1.9,0,0.4,0.6,0,0,3.3,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,35.9,3.5,27,13,0,0,10.2,0,0,0,0,0,0,0,0,0,0,2.363
KILSOP,7.8,2.5,0,0.2,0,0,3.2,0,0.9,1.6,0,0,1.3,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,35.4,2.5,16.4,21.1,0,0,6.7,0,0,0,0,0,0,0,0,0,0,1.839
KOFRII,1.5,10.2,0,0,0,6.8,0.6,27,39.7,0,0,0,5,0,0,0,0,0,0.1,0,0,0,0,0,0,0,4,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.085
KOJCIX,8.9,14.7,1.6,8.8,0,0,0,0,12.1,26.6,0,18.4,0,0,5.6,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.197
KOKMIH,6.4,26.8,0,3.4,0,0,0,0,19.8,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,7.3,30.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968
KUBMAX01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.576
NUPJEP,0.7,13.8,0,0,0,1.6,0,11.3,18.4,15.6,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,4.7,2.3,0,23.1,0,0,0,6,0,0,0,0,0,0,0,0,0,3.605
ZUPWOY,0.2,31.1,0,3.5,0,0,0,0,48.5,15.8,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.301
ZUPWUE,0.1,21.6,0,0,0,0,0,0,66.6,10.6,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.306
QOYSAY,0.8,19.8,0,1.5,0,0,0,0,57.9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.122
QOYSUS,0.5,17.7,0,0,0.2,0,0,0,64.9,0,12.4,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.266
QQQFDJ03,18.4,12.7,0,2.2,0,0,0,0,50,15.4,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.742
QQQFDJ04,18.4,12.7,0,2.2,0,0,0,0,50.1,15.3,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.746
QQQFDS02,17.1,18.3,0,0,0,1.6,0,15.6,46.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.799
RADHOW,13.3,16.1,0,0,0,0,2.3,0,18.8,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,0,9.1,16.4,0,0,0,0,0.3,0,0,1.3,0,0,3.6,2.5,7.7,2.071
RADHUC,16.1,12.1,0,0,0,2.7,1.6,8,17.3,0,0,0,1.9,0,0,0,0,0,0.4,0,0,0,0,0,0,0,2.5,0,5.6,0,8.8,21.4,0,0,0,1.5,0,0,0,0,0,0,0,0,0,2.102
RADJAK,14.3,20.7,0,0,0,5.7,1.6,8.1,23.6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.6,0,1.6,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.793
RADJEO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.07
RAJGOA01,8.6,15,2.2,3,0,0,0,0,14.7,27.9,0,25.5,0,0,0.7,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.362
RALTOO,2.9,24.6,0,0,0,0,0.2,0,39.2,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1,0,0,0,0,0,0,0,18,3.019
RARPIL,0,16.2,4.8,0,0,0,0,0,52,0,0,23.3,2.8,0,0,0,0,0,0.3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.732
RATHAW,6.1,3.9,5,2.7,0,0,2.7,0,3.7,45.1,0,3.1,2,12,8.8,0,0,2.2,0,0.7,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.353
REMBOC,1.2,20.2,0,0,0,8.7,0.4,15.7,39.7,0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13
REMCAP,0.9,21.3,0,0,0,6.2,0,21,34.7,0,0,0,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.163
RESORA09,0,33,0,0.7,0,0,0,0,37,29.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.829
RIBYOR,0,27.6,0.6,0,0,1.5,0,17.7,14.7,3.7,0,22.3,0,0.1,0.5,0,6.8,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.544
RIGVEJ01,7.9,8.3,0,6.1,0,0,0.1,0,4.5,13,0,0,0,0,0.6,0,0,1.2,0,0,0,0,0,0,0,0,0,0,3.4,4.5,15,34.1,0,0,1.4,0,0,0,0,0,0,0,0,0,0,2.243
RIZQIC,6.8,15.4,6.4,0,0,0,3.2,0,25,0,0,21.1,20.9,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85
ROKQUF01,3.6,21.1,0,0,0,0,3.7,0,21.6,0,0,0,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0,2.6,32.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22
ROKQUF02,3.1,21.5,0,0,0,0,3.3,0,22.1,0,0,0,11.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,4.2,0,3.1,31.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216
RUBMAE,0,17.9,0,0,0,1.4,0,18.8,32.7,25.9,0,0,0,0,0.8,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.885
RUPBAH,11.4,37.8,1.6,0,0,0,0,0,39.6,0,0,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.278
